score,target,layer_id,scale,level,days,sample_count,mean_rank_ic,mean_spread,positive_day_rate
daily_consensus_score,target_60m_mean_proxy,11,30m,B35,20,2647242,-0.003380348182498686,7.972346e-05,0.45
late_confirmation_score_z,target_5m_mean_proxy,9,15m,B50,20,3679818,0.002824607824297613,2.9426956e-06,0.65
late_confirmation_score_z,target_5m_mean_proxy,9,15m,B35,20,3758967,0.002910762562449699,3.0471183e-06,0.65
late_confirmation_score_z,target_5m_mean_proxy,9,30m,B50,20,4658919,0.0037673700253594176,2.998578e-06,0.5
late_confirmation_score_z,target_5m_mean_proxy,9,30m,B35,20,4661052,0.003763919258016643,2.993905e-06,0.5
late_confirmation_score_z,target_5m_mean_proxy,8,15m,B50,20,4579285,0.004303942785831451,4.3208697e-06,0.75
late_confirmation_score_z,target_5m_mean_proxy,8,15m,B35,20,4586808,0.00430690542186167,4.323276e-06,0.75
late_confirmation_score_z,target_5m_mean_proxy,8,30m,B50,20,4443813,0.003911701857878055,3.84541e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,8,30m,B35,20,4446715,0.003910295110459384,3.8439434e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,6,15m,B50,20,4608588,0.003741881617817573,4.558346e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,6,15m,B35,20,4613544,0.003743441611350837,4.559274e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,6,30m,B50,20,4278464,0.004079570203815412,4.735495e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,6,30m,B35,20,4279465,0.004078268600806518,4.7323506e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,3,15m,B50,20,4238713,0.003622299886260296,3.918479e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,3,15m,B35,20,4245379,0.003628985255361902,3.9204315e-06,0.7
late_confirmation_score_z,target_5m_mean_proxy,3,30m,B50,20,3305678,0.004370760130588782,3.7994675e-06,0.6
late_confirmation_score_z,target_5m_mean_proxy,3,30m,B35,20,3314538,0.004363089217461829,3.7894067e-06,0.6
late_confirmation_score_z,target_5m_mean_proxy,11,15m,B50,20,3041193,0.003939999476355966,4.1965714e-06,0.65
late_confirmation_score_z,target_5m_mean_proxy,11,15m,B35,20,3070447,0.003972478550118421,4.2634015e-06,0.65
late_confirmation_score_z,target_5m_mean_proxy,11,30m,B50,20,3160070,0.0037423664948868472,4.270958e-06,0.6
late_confirmation_score_z,target_5m_mean_proxy,11,30m,B35,20,3162274,0.0037420061561638874,4.2672377e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,9,15m,B50,20,3582376,0.0010144731199427004,2.2634144e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,9,15m,B35,20,3657932,0.0011657501068487528,2.3663729e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,9,30m,B50,20,4520516,0.0028504747769288194,4.38597e-06,0.65
late_confirmation_score_z,target_15m_mean_proxy,9,30m,B35,20,4522647,0.002850245181862771,4.385298e-06,0.65
late_confirmation_score_z,target_15m_mean_proxy,8,15m,B50,20,4444763,0.003258291936847632,4.4547014e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,8,15m,B35,20,4452291,0.0032501875487471687,4.4258145e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,8,30m,B50,20,4310971,0.0033284177564813404,5.5501287e-06,0.75
late_confirmation_score_z,target_15m_mean_proxy,8,30m,B35,20,4313863,0.00332533061125967,5.5397236e-06,0.75
late_confirmation_score_z,target_15m_mean_proxy,6,15m,B50,20,4473393,0.0022772399607750506,3.4062045e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,6,15m,B35,20,4478368,0.0022762926517600037,3.4046047e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,6,30m,B50,20,4152220,0.002772298972056059,4.417308e-06,0.75
late_confirmation_score_z,target_15m_mean_proxy,6,30m,B35,20,4153218,0.002772244816586415,4.4174e-06,0.75
late_confirmation_score_z,target_15m_mean_proxy,3,15m,B50,20,4103258,0.0025288545151716723,5.290349e-06,0.7
late_confirmation_score_z,target_15m_mean_proxy,3,15m,B35,20,4109932,0.0025335028367449936,5.2888295e-06,0.7
late_confirmation_score_z,target_15m_mean_proxy,3,30m,B50,20,3195658,0.0029011452195004243,4.6356854e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,3,30m,B35,20,3204482,0.002889279860117536,4.600734e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,11,15m,B50,20,2943126,0.002667632432669823,5.1362304e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,11,15m,B35,20,2971622,0.002714874686279677,5.151299e-06,0.6
late_confirmation_score_z,target_15m_mean_proxy,11,30m,B50,20,3054100,0.0033795753878229826,5.9049025e-06,0.75
late_confirmation_score_z,target_15m_mean_proxy,11,30m,B35,20,3056304,0.003367042968746562,5.8819837e-06,0.75
late_confirmation_score_z,target_30m_mean_proxy,9,15m,B50,20,3425623,0.0008082263633966346,1.2644139e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,9,15m,B35,20,3497628,0.0007337946950478196,1.1163853e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,9,30m,B50,20,4323096,0.0008541930503012368,1.0965266e-06,0.55
late_confirmation_score_z,target_30m_mean_proxy,9,30m,B35,20,4325229,0.0008503301016842176,1.089923e-06,0.55
late_confirmation_score_z,target_30m_mean_proxy,8,15m,B50,20,4250220,0.0006683746865719011,9.3598845e-07,0.5
late_confirmation_score_z,target_30m_mean_proxy,8,15m,B35,20,4257754,0.000657361848608815,9.047588e-07,0.5
late_confirmation_score_z,target_30m_mean_proxy,8,30m,B50,20,4123020,0.0006925286677931763,2.1058356e-06,0.55
late_confirmation_score_z,target_30m_mean_proxy,8,30m,B35,20,4125912,0.0006896594171598422,2.09831e-06,0.55
late_confirmation_score_z,target_30m_mean_proxy,6,15m,B50,20,4277753,4.9493143784182194e-05,6.001537e-07,0.55
late_confirmation_score_z,target_30m_mean_proxy,6,15m,B35,20,4282723,4.3475985721621867e-05,5.9120885e-07,0.55
late_confirmation_score_z,target_30m_mean_proxy,6,30m,B50,20,3973270,0.0006290035117874229,2.2701604e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,6,30m,B35,20,3974270,0.000627637559479534,2.2684287e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,3,15m,B50,20,3917118,0.002001946988593598,2.5754496e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,3,15m,B35,20,3923797,0.0019889453470685924,2.55786e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,3,30m,B50,20,3052001,0.0009474163667185512,1.7788167e-06,0.6
late_confirmation_score_z,target_30m_mean_proxy,3,30m,B35,20,3060820,0.0009217758120539342,1.7301451e-06,0.6
late_confirmation_score_z,target_30m_mean_proxy,11,15m,B50,20,2794270,0.001424751041429072,1.5689315e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,11,15m,B35,20,2822139,0.001443642639157526,1.5696027e-06,0.65
late_confirmation_score_z,target_30m_mean_proxy,11,30m,B50,20,2913428,0.0009301739462140967,2.1218627e-06,0.6
late_confirmation_score_z,target_30m_mean_proxy,11,30m,B35,20,2915627,0.000914653802021545,2.0903135e-06,0.6
late_confirmation_score_z,target_60m_mean_proxy,9,15m,B50,20,3116404,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,9,15m,B35,20,3182674,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,9,30m,B50,20,3939791,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,9,30m,B35,20,3941923,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,8,15m,B50,20,3869679,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,8,15m,B35,20,3877215,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,8,30m,B50,20,3754172,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,8,30m,B35,20,3757068,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,6,15m,B50,20,3897083,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,6,15m,B35,20,3902047,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,6,30m,B50,20,3624163,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,6,30m,B35,20,3625162,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,3,15m,B50,20,3561240,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,3,15m,B35,20,3567916,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,3,30m,B50,20,2766681,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,3,30m,B35,20,2775331,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,11,15m,B50,20,2517169,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,11,15m,B35,20,2543623,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,11,30m,B50,20,2645073,,0.0,0.0
late_confirmation_score_z,target_60m_mean_proxy,11,30m,B35,20,2647242,,0.0,0.0
